Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d40060  -154.953  26.1  4351.769  45  4349.520  4348.520  4350.520
d40061  -155.664  26.1  4351.769  45  4349.510  4348.510  4350.510
d40062  -156.587  26.1  4351.769  45  4349.496  4348.496  4350.496
d40064  -156.182  26.1  4351.769  45  4349.502  4348.502  4350.502
d40065  -155.294  26.1  4351.769  45  4349.515  4348.515  4350.515
d40066  -154.133  26.1  4351.769  45  4349.532  4348.532  4350.532
d40067  -152.178  26.1  4351.769  45  4349.560  4348.560  4350.560
d40069  -149.619  26.1  4351.769  45  4349.597  4348.597  4350.597
d40070  -148.056  26.1  4351.769  45  4349.620  4348.620  4350.620
d40071  -146.048  26.1  4351.769  45  4349.649  4348.649  4350.649
d40072  -144.348  26.1  4351.769  45  4349.674  4348.674  4350.674
d40074  -142.057  26.1  4351.769  45  4349.707  4348.707  4350.707
d40075  -140.871  26.1  4351.769  45  4349.724  4348.724  4350.724
d40076  -139.777  26.1  4351.769  45  4349.740  4348.740  4350.740
d50042  -157.392  26.1  4351.769  45  4349.484  4348.484  4350.484
d50043  -156.407  26.1  4351.769  45  4349.499  4348.499  4350.499
d50044  -155.517  26.1  4351.769  45  4349.512  4348.512  4350.512
d50045  -154.025  26.1  4351.769  45  4349.533  4348.533  4350.533
d50047  -151.874  26.1  4351.769  45  4349.564  4348.564  4350.564
d50048  -149.815  26.1  4351.769  45  4349.594  4348.594  4350.594
d50049  -148.265  26.1  4351.769  45  4349.617  4348.617  4350.617
d50050  -146.356  26.1  4351.769  45  4349.645  4348.645  4350.645
d50052  -144.401  26.1  4351.769  45  4349.673  4348.673  4350.673
d50053  -142.467  26.1  4351.769  45  4349.701  4348.701  4350.701
d50054  -140.811  26.1  4351.769  45  4349.725  4348.725  4350.725
d50055  -139.233  26.1  4351.769  45  4349.748  4348.748  4350.748
d50057  -137.775  26.1  4351.769  45  4349.769  4348.769  4350.769
d50058  -136.216  26.1  4351.769  45  4349.792  4348.792  4350.792
d50059  -135.101  26.1  4351.769  45  4349.808  4348.808  4350.808
d50060  -133.599  26.1  4351.769  45  4349.830  4348.830  4350.830
d50062  -132.477  26.1  4351.769  45  4349.846  4348.846  4350.846
d50063  -131.016  26.1  4351.769  45  4349.867  4348.867  4350.867
d50064  -130.203  26.1  4351.769  45  4349.879  4348.879  4350.879
d50065  -129.480  26.1  4351.769  45  4349.890  4348.890  4350.890
d50067  -129.761  26.1  4351.769  45  4349.885  4348.885  4350.885
d50068  -130.675  26.1  4351.769  45  4349.872  4348.872  4350.872
d50069  -132.578  26.1  4351.769  45  4349.845  4348.845  4350.845
d50070  -134.722  26.1  4351.769  45  4349.813  4348.813  4350.813
d50072  -139.210  26.1  4351.769  45  4349.748  4348.748  4350.748
d50073  -145.916  26.1  4351.769  45  4349.651  4348.651  4350.651
d50074  -152.926  26.1  4351.769  45  4349.549  4348.549  4350.549
d50075  -154.943  26.1  4351.769  45  4349.520  4348.520  4350.520
d10006  -152.461  26.0  4383.550  45  4381.321  4380.321  4382.321
d10007  -156.877  26.0  4383.550  45  4381.256  4380.256  4382.256
d10008  -158.951  26.0  4383.550  45  4381.226  4380.226  4382.226
d10009  -159.293  26.0  4383.550  45  4381.221  4380.221  4382.221
d10011  -158.495  26.0  4383.550  45  4381.232  4380.232  4382.232
d10012  -157.286  26.0  4383.550  45  4381.250  4380.250  4382.250
d10013  -155.579  26.0  4383.550  45  4381.275  4380.275  4382.275
d10014  -153.762  26.0  4383.550  45  4381.301  4380.301  4382.301
d10016  -151.306  26.0  4383.550  45  4381.337  4380.337  4382.337
d10017  -149.237  26.0  4383.550  45  4381.368  4380.368  4382.368
d10018  -147.109  26.0  4383.550  45  4381.399  4380.399  4382.399
d10019  -145.733  26.0  4383.550  45  4381.419  4380.419  4382.419
d10021  -143.520  26.0  4383.550  45  4381.451  4380.451  4382.451
d10022  -142.055  26.0  4383.550  45  4381.473  4380.473  4382.473
d10023  -140.392  26.0  4383.550  45  4381.497  4380.497  4382.497
d10024  -139.068  26.0  4383.550  45  4381.516  4380.516  4382.516
d10026  -137.285  26.0  4383.550  45  4381.542  4380.542  4382.542
d10027  -137.382  26.0  4383.550  45  4381.541  4380.541  4382.541
d10028  -134.076  26.0  4383.550  45  4381.589  4380.589  4382.589
d10029  -133.674  26.0  4383.550  45  4381.595  4380.595  4382.595
d20011  -141.894  26.0  4383.550  45  4381.475  4380.475  4382.475
d20012  -140.718  26.0  4383.550  45  4381.492  4380.492  4382.492
d20013  -138.944  26.0  4383.550  45  4381.518  4380.518  4382.518
d20014  -137.557  26.0  4383.550  45  4381.539  4380.539  4382.539
d20016  -135.433  26.0  4383.550  45  4381.569  4380.569  4382.569
d20017  -134.168  26.0  4383.550  45  4381.588  4380.588  4382.588
d20018  -133.089  26.0  4383.550  45  4381.604  4380.604  4382.604
d20019  -132.285  26.0  4383.550  45  4381.616  4380.616  4382.616
d20021  -131.189  26.0  4383.550  45  4381.631  4380.631  4382.631
d20024  -132.542  26.0  4383.550  45  4381.612  4380.612  4382.612
d20026  -135.071  26.0  4383.550  45  4381.575  4380.575  4382.575
d20027  -139.049  26.0  4383.550  45  4381.517  4380.517  4382.517
d20028  -144.439  26.0  4383.550  45  4381.438  4380.438  4382.438
d20029  -149.635  26.0  4383.550  45  4381.362  4380.362  4382.362
d20031  -154.885  26.0  4383.550  45  4381.285  4380.285  4382.285
d20032  -156.092  26.0  4383.550  45  4381.268  4380.268  4382.268
d20033  -156.599  26.0  4383.550  45  4381.260  4380.260  4382.260
d20034  -156.429  26.0  4383.550  45  4381.263  4380.263  4382.263
d20036  -155.934  26.0  4383.550  45  4381.270  4380.270  4382.270
d20037  -154.837  26.0  4383.550  45  4381.286  4380.286  4382.286
d20038  -153.512  26.0  4383.550  45  4381.305  4380.305  4382.305
d20039  -151.965  26.0  4383.550  45  4381.328  4380.328  4382.328
d20040  -150.387  26.0  4383.550  45  4381.351  4380.351  4382.351
d30009  -153.269  26.0  4383.550  45  4381.309  4380.309  4382.309
d30010  -156.370  26.0  4383.550  45  4381.263  4380.263  4382.263
d30011  -157.290  26.0  4383.550  45  4381.250  4380.250  4382.250
d30012  -157.343  26.0  4383.550  45  4381.249  4380.249  4382.249
d30014  -156.857  26.0  4383.550  45  4381.256  4380.256  4382.256
d30015  -155.282  26.0  4383.550  45  4381.279  4380.279  4382.279
d30016  -153.756  26.0  4383.550  45  4381.301  4380.301  4382.301
d30017  -151.970  26.0  4383.550  45  4381.328  4380.328  4382.328
d30019  -149.222  26.0  4383.550  45  4381.368  4380.368  4382.368
d30020  -147.589  26.0  4383.550  45  4381.392  4380.392  4382.392
d30021  -145.672  26.0  4383.550  45  4381.420  4380.420  4382.420
d30022  -143.943  26.0  4383.550  45  4381.445  4380.445  4382.445
d30024  -141.619  26.0  4383.550  45  4381.479  4380.479  4382.479
d30025  -140.295  26.0  4383.550  45  4381.499  4380.499  4382.499
d30026  -138.513  26.0  4383.550  45  4381.524  4380.524  4382.524
d30027  -137.125  26.0  4383.550  45  4381.545  4380.545  4382.545
d30029  -135.791  26.0  4383.550  45  4381.564  4380.564  4382.564
d30030  -133.815  26.0  4383.550  45  4381.593  4380.593  4382.593
d30031  -132.524  26.0  4383.550  45  4381.612  4380.612  4382.612
d30032  -131.435  26.0  4383.550  45  4381.628  4380.628  4382.628
d30034  -130.343  26.0  4383.550  45  4381.644  4380.644  4382.644
d30035  -130.128  26.0  4383.550  45  4381.647  4380.647  4382.647
d30036  -129.879  26.0  4383.550  45  4381.651  4380.651  4382.651
d30037  -130.543  26.0  4383.550  45  4381.641  4380.641  4382.641
d30039  -133.432  26.0  4383.550  45  4381.599  4380.599  4382.599
d30040  -135.747  26.0  4383.550  45  4381.565  4380.565  4382.565
d40043  -136.469  26.0  4383.550  45  4381.554  4380.554  4382.554
d40044  -134.786  26.0  4383.550  45  4381.579  4380.579  4382.579
d40045  -133.674  26.0  4383.550  45  4381.595  4380.595  4382.595
d40046  -132.485  26.0  4383.550  45  4381.613  4380.613  4382.613
d40048  -131.485  26.0  4383.550  45  4381.627  4380.627  4382.627
d40049  -130.963  26.0  4383.550  45  4381.635  4380.635  4382.635
d40050  -130.490  26.0  4383.550  45  4381.642  4380.642  4382.642
d40051  -131.117  26.0  4383.550  45  4381.632  4380.632  4382.632
d40053  -132.360  26.0  4383.550  45  4381.615  4380.615  4382.615
d40054  -134.132  26.0  4383.550  45  4381.589  4380.589  4382.589
d40055  -136.354  26.0  4383.550  45  4381.556  4380.556  4382.556
d40056  -139.971  26.0  4383.550  45  4381.503  4380.503  4382.503
d40057  -145.999  26.0  4383.550  45  4381.415  4380.415  4382.415
d40059  -152.110  26.0  4383.550  45  4381.326  4380.326  4382.326
d40060  -154.953  26.0  4383.550  45  4381.284  4380.284  4382.284
d40061  -155.664  26.0  4383.550  45  4381.274  4380.274  4382.274
d40062  -156.587  26.0  4383.550  45  4381.260  4380.260  4382.260
d40064  -156.182  26.0  4383.550  45  4381.266  4380.266  4382.266
d40065  -155.294  26.0  4383.550  45  4381.279  4380.279  4382.279
d40066  -154.133  26.0  4383.550  45  4381.296  4380.296  4382.296
d40067  -152.178  26.0  4383.550  45  4381.325  4380.325  4382.325
d40069  -149.619  26.0  4383.550  45  4381.362  4380.362  4382.362
d40070  -148.056  26.0  4383.550  45  4381.385  4380.385  4382.385
d40071  -146.048  26.0  4383.550  45  4381.415  4380.415  4382.415
d40072  -144.348  26.0  4383.550  45  4381.439  4380.439  4382.439
d40074  -142.057  26.0  4383.550  45  4381.473  4380.473  4382.473
d40075  -140.871  26.0  4383.550  45  4381.490  4380.490  4382.490
d40076  -139.777  26.0  4383.550  45  4381.506  4380.506  4382.506
d50042  -157.392  26.0  4383.550  45  4381.249  4380.249  4382.249
d50043  -156.407  26.0  4383.550  45  4381.263  4380.263  4382.263
d50044  -155.517  26.0  4383.550  45  4381.276  4380.276  4382.276
d50045  -154.025  26.0  4383.550  45  4381.297  4380.297  4382.297
d50047  -151.874  26.0  4383.550  45  4381.329  4380.329  4382.329
d50048  -149.815  26.0  4383.550  45  4381.359  4380.359  4382.359
d50049  -148.265  26.0  4383.550  45  4381.382  4380.382  4382.382
d50050  -146.356  26.0  4383.550  45  4381.410  4380.410  4382.410
d50052  -144.401  26.0  4383.550  45  4381.438  4380.438  4382.438
d50053  -142.467  26.0  4383.550  45  4381.467  4380.467  4382.467
d50054  -140.811  26.0  4383.550  45  4381.491  4380.491  4382.491
d50055  -139.233  26.0  4383.550  45  4381.514  4380.514  4382.514
d50057  -137.775  26.0  4383.550  45  4381.535  4380.535  4382.535
d50058  -136.216  26.0  4383.550  45  4381.558  4380.558  4382.558
d50059  -135.101  26.0  4383.550  45  4381.574  4380.574  4382.574
d50060  -133.599  26.0  4383.550  45  4381.596  4380.596  4382.596
d50062  -132.477  26.0  4383.550  45  4381.613  4380.613  4382.613
d50063  -131.016  26.0  4383.550  45  4381.634  4380.634  4382.634
d50064  -130.203  26.0  4383.550  45  4381.646  4380.646  4382.646
d50065  -129.480  26.0  4383.550  45  4381.657  4380.657  4382.657
d50067  -129.761  26.0  4383.550  45  4381.652  4380.652  4382.652
d50068  -130.675  26.0  4383.550  45  4381.639  4380.639  4382.639
d50069  -132.578  26.0  4383.550  45  4381.611  4380.611  4382.611
d50070  -134.722  26.0  4383.550  45  4381.580  4380.580  4382.580
d50072  -139.210  26.0  4383.550  45  4381.514  4380.514  4382.514
d50073  -145.916  26.0  4383.550  45  4381.416  4380.416  4382.416
d50074  -152.926  26.0  4383.550  45  4381.314  4380.314  4382.314
d50075  -154.943  26.0  4383.550  45  4381.284  4380.284  4382.284
d10006  -152.461  22.1  4395.040  45  4392.805  4391.805  4393.805
d10007  -156.877  22.1  4395.040  45  4392.740  4391.740  4393.740
d10008  -158.951  22.1  4395.040  45  4392.710  4391.710  4393.710
d10009  -159.293  22.1  4395.040  45  4392.705  4391.705  4393.705
d10011  -158.495  22.1  4395.040  45  4392.716  4391.716  4393.716
d10012  -157.286  22.1  4395.040  45  4392.734  4391.734  4393.734
d10013  -155.579  22.1  4395.040  45  4392.759  4391.759  4393.759
d10014  -153.762  22.1  4395.040  45  4392.786  4391.786  4393.786
d10016  -151.306  22.1  4395.040  45  4392.822  4391.822  4393.822
d10017  -149.237  22.1  4395.040  45  4392.852  4391.852  4393.852
d10018  -147.109  22.1  4395.040  45  4392.883  4391.883  4393.883
d10019  -145.733  22.1  4395.040  45  4392.903  4391.903  4393.903
d10021  -143.520  22.1  4395.040  45  4392.936  4391.936  4393.936
d10022  -142.055  22.1  4395.040  45  4392.958  4391.958  4393.958
d10023  -140.392  22.1  4395.040  45  4392.982  4391.982  4393.982
d10024  -139.068  22.1  4395.040  45  4393.001  4392.001  4394.001
d10026  -137.285  22.1  4395.040  45  4393.027  4392.027  4394.027
d10027  -137.382  22.1  4395.040  45  4393.026  4392.026  4394.026
d10028  -134.076  22.1  4395.040  45  4393.075  4392.075  4394.075
d10029  -133.674  22.1  4395.040  45  4393.080  4392.080  4394.080
d20011  -141.894  22.1  4395.040  45  4392.960  4391.960  4393.960
d20012  -140.718  22.1  4395.040  45  4392.977  4391.977  4393.977
d20013  -138.944  22.1  4395.040  45  4393.003  4392.003  4394.003
d20014  -137.557  22.1  4395.040  45  4393.023  4392.023  4394.023
d20016  -135.433  22.1  4395.040  45  4393.055  4392.055  4394.055
d20017  -134.168  22.1  4395.040  45  4393.073  4392.073  4394.073
d20018  -133.089  22.1  4395.040  45  4393.089  4392.089  4394.089
d20019  -132.285  22.1  4395.040  45  4393.101  4392.101  4394.101
d20021  -131.189  22.1  4395.040  45  4393.117  4392.117  4394.117
d20024  -132.542  22.1  4395.040  45  4393.097  4392.097  4394.097
d20026  -135.071  22.1  4395.040  45  4393.060  4392.060  4394.060
d20027  -139.049  22.1  4395.040  45  4393.001  4392.001  4394.001
d20028  -144.439  22.1  4395.040  45  4392.922  4391.922  4393.922
d20029  -149.635  22.1  4395.040  45  4392.846  4391.846  4393.846
d20031  -154.885  22.1  4395.040  45  4392.770  4391.770  4393.770
d20032  -156.092  22.1  4395.040  45  4392.752  4391.752  4393.752
d20033  -156.599  22.1  4395.040  45  4392.744  4391.744  4393.744
d20034  -156.429  22.1  4395.040  45  4392.747  4391.747  4393.747
d20036  -155.934  22.1  4395.040  45  4392.754  4391.754  4393.754
d20037  -154.837  22.1  4395.040  45  4392.770  4391.770  4393.770
d20038  -153.512  22.1  4395.040  45  4392.790  4391.790  4393.790
d20039  -151.965  22.1  4395.040  45  4392.812  4391.812  4393.812
d20040  -150.387  22.1  4395.040  45  4392.835  4391.835  4393.835
d30009  -153.269  22.1  4395.040  45  4392.793  4391.793  4393.793
d30010  -156.370  22.1  4395.040  45  4392.748  4391.748  4393.748
d30011  -157.290  22.1  4395.040  45  4392.734  4391.734  4393.734
d30012  -157.343  22.1  4395.040  45  4392.733  4391.733  4393.733
d30014  -156.857  22.1  4395.040  45  4392.741  4391.741  4393.741
d30015  -155.282  22.1  4395.040  45  4392.764  4391.764  4393.764
d30016  -153.756  22.1  4395.040  45  4392.786  4391.786  4393.786
d30017  -151.970  22.1  4395.040  45  4392.812  4391.812  4393.812
d30019  -149.222  22.1  4395.040  45  4392.853  4391.853  4393.853
d30020  -147.589  22.1  4395.040  45  4392.876  4391.876  4393.876
d30021  -145.672  22.1  4395.040  45  4392.904  4391.904  4393.904
d30022  -143.943  22.1  4395.040  45  4392.930  4391.930  4393.930
d30024  -141.619  22.1  4395.040  45  4392.964  4391.964  4393.964
d30025  -140.295  22.1  4395.040  45  4392.983  4391.983  4393.983
d30026  -138.513  22.1  4395.040  45  4393.009  4392.009  4394.009
d30027  -137.125  22.1  4395.040  45  4393.030  4392.030  4394.030
d30029  -135.791  22.1  4395.040  45  4393.049  4392.049  4394.049
d30030  -133.815  22.1  4395.040  45  4393.078  4392.078  4394.078
d30031  -132.524  22.1  4395.040  45  4393.097  4392.097  4394.097
d30032  -131.435  22.1  4395.040  45  4393.113  4392.113  4394.113
d30034  -130.343  22.1  4395.040  45  4393.129  4392.129  4394.129
d30035  -130.128  22.1  4395.040  45  4393.132  4392.132  4394.132
d30036  -129.879  22.1  4395.040  45  4393.136  4392.136  4394.136
d30037  -130.543  22.1  4395.040  45  4393.126  4392.126  4394.126
d30039  -133.432  22.1  4395.040  45  4393.084  4392.084  4394.084
d30040  -135.747  22.1  4395.040  45  4393.050  4392.050  4394.050
d40043  -136.469  22.1  4395.040  45  4393.040  4392.040  4394.040
d40044  -134.786  22.1  4395.040  45  4393.064  4392.064  4394.064
d40045  -133.674  22.1  4395.040  45  4393.080  4392.080  4394.080
d40046  -132.485  22.1  4395.040  45  4393.098  4392.098  4394.098
d40048  -131.485  22.1  4395.040  45  4393.112  4392.112  4394.112
d40049  -130.963  22.1  4395.040  45  4393.120  4392.120  4394.120
d40050  -130.490  22.1  4395.040  45  4393.127  4392.127  4394.127
d40051  -131.117  22.1  4395.040  45  4393.118  4392.118  4394.118
d40053  -132.360  22.1  4395.040  45  4393.100  4392.100  4394.100
d40054  -134.132  22.1  4395.040  45  4393.074  4392.074  4394.074
d40055  -136.354  22.1  4395.040  45  4393.041  4392.041  4394.041
d40056  -139.971  22.1  4395.040  45  4392.988  4391.988  4393.988
d40057  -145.999  22.1  4395.040  45  4392.899  4391.899  4393.899
d40059  -152.110  22.1  4395.040  45  4392.810  4391.810  4393.810
d40060  -154.953  22.1  4395.040  45  4392.768  4391.768  4393.768
d40061  -155.664  22.1  4395.040  45  4392.758  4391.758  4393.758
d40062  -156.587  22.1  4395.040  45  4392.745  4391.745  4393.745
d40064  -156.182  22.1  4395.040  45  4392.750  4391.750  4393.750
d40065  -155.294  22.1  4395.040  45  4392.763  4391.763  4393.763
d40066  -154.133  22.1  4395.040  45  4392.780  4391.780  4393.780
d40067  -152.178  22.1  4395.040  45  4392.809  4391.809  4393.809
d40069  -149.619  22.1  4395.040  45  4392.847  4391.847  4393.847
d40070  -148.056  22.1  4395.040  45  4392.870  4391.870  4393.870
d40071  -146.048  22.1  4395.040  45  4392.899  4391.899  4393.899
d40072  -144.348  22.1  4395.040  45  4392.924  4391.924  4393.924
d40074  -142.057  22.1  4395.040  45  4392.958  4391.958  4393.958
d40075  -140.871  22.1  4395.040  45  4392.975  4391.975  4393.975
d40076  -139.777  22.1  4395.040  45  4392.991  4391.991  4393.991
d50042  -157.392  22.1  4395.040  45  4392.732  4391.732  4393.732
d50043  -156.407  22.1  4395.040  45  4392.747  4391.747  4393.747
d50044  -155.517  22.1  4395.040  45  4392.760  4391.760  4393.760
d50045  -154.025  22.1  4395.040  45  4392.782  4391.782  4393.782
d50047  -151.874  22.1  4395.040  45  4392.813  4391.813  4393.813
d50048  -149.815  22.1  4395.040  45  4392.844  4391.844  4393.844
d50049  -148.265  22.1  4395.040  45  4392.867  4391.867  4393.867
d50050  -146.356  22.1  4395.040  45  4392.895  4391.895  4393.895
d50052  -144.401  22.1  4395.040  45  4392.923  4391.923  4393.923
